Month,Day,Year,Venue,Event_Artists,Artist_Formula,Event_Formulas,Index
October,9,2021,Guadalupe County Fairgrounds,"Guadalupe County Fair: Bill Ayers Band, Derek Flores",Bill Ayers Band,Guadalupe County Fair,18920
October,9,2021,Guadalupe County Fairgrounds,"Guadalupe County Fair: Bill Ayers Band, Derek Flores",Derek Flores,Guadalupe County Fair,18920
October,9,2021,The Martini Club,Soul Grammar,Soul Grammar,,18921
October,10,2021,The Redbird Listening Room,"Susan Gibson, Al Barlow",Susan Gibson,,18922
October,10,2021,The Redbird Listening Room,"Susan Gibson, Al Barlow",Al Barlow,,18922
October,10,2021,Guadalupe County Fairgrounds,Guadalupe County Fair: Lenny and the Kings,Lenny and the Kings,Guadalupe County Fair,18923
October,12,2021,Freeman Coliseum,Judas Priest,Judas Priest,,18924
October,13,2021,502 Bar,Royal Dukes Band,Royal Dukes Band,,18925
October,14,2021,Aztec Theater,Candlebox,Candlebox,,18926
October,14,2021,502 Bar,"Charles Ellsworth and the Space Force Deserters, Yosh & Yimmy",Charles Ellsworth and the Space Force Deserters,,18927
October,14,2021,502 Bar,"Charles Ellsworth and the Space Force Deserters, Yosh & Yimmy",Yosh & Yimmy,,18927
October,15,2021,Aztec Theater,"Chase Atlantic, Niko Rubio",Chase Atlantic,,18928
October,15,2021,Aztec Theater,"Chase Atlantic, Niko Rubio",Niko Rubio,,18928
October,15,2021,The Redbird Listening Room,Ruthie Russell,Ruthie Russell,,18929
October,15,2021,Reptilez Live Music Venue,Tren$etta,Tren$etta,,18930
October,16,2021,502 Bar,"Matheus Church, White Rabbit, DJ PRSPKT",Matheus Church,,18931
October,16,2021,502 Bar,"Matheus Church, White Rabbit, DJ PRSPKT",White Rabbit,,18931
October,16,2021,502 Bar,"Matheus Church, White Rabbit, DJ PRSPKT",DJ PRSPKT,,18931
October,16,2021,Aztec Theater,42 Dugg,42 Dugg,,18932
October,17,2021,The Redbird Listening Room,Shake Russell,Shake Russell,,18933
October,20,2021,"Jazz, TX",Joshua Alderete and The Fellowship,Joshua Alderete and The Fellowship,,18934
October,21,2021,Vibes Event Center,"The Queers, They Live!, Pavel Demon, The Revenant",The Queers,,18935
October,21,2021,Vibes Event Center,"The Queers, They Live!, Pavel Demon, The Revenant",They Live!,,18935
October,21,2021,Vibes Event Center,"The Queers, They Live!, Pavel Demon, The Revenant",Pavel Demon,,18935
October,21,2021,Vibes Event Center,"The Queers, They Live!, Pavel Demon, The Revenant",The Revenant,,18935
October,22,2021,Gruene Hall,The Lost Gonzo Band,The Lost Gonzo Band,,18936
October,22,2021,Aztec Theater,David Bisbal,David Bisbal,,18937
October,22,2021,The Redbird Listening Room,Daniel Thomas Phipps,Daniel Thomas Phipps,,18938
October,23,2021,Hi-Tones,"Duel, War Cloud, Rocky Mtn Roller",Duel,,18939
October,23,2021,Hi-Tones,"Duel, War Cloud, Rocky Mtn Roller",War Cloud,,18939
October,23,2021,Hi-Tones,"Duel, War Cloud, Rocky Mtn Roller",Rocky Mtn Roller,,18939
October,23,2021,Aztec Theater,"Mon Laferte, Flor de Toloache",Mon Laferte,,18940
October,23,2021,Aztec Theater,"Mon Laferte, Flor de Toloache",Flor de Toloache,,18940
October,23,2021,The Martini Club,Soul Grammar,Soul Grammar,,18941
October,24,2021,Whitewater Amphitheater,"A Day to Remember, Asking Alexandria",A Day to Remember,,18942
October,24,2021,Whitewater Amphitheater,"A Day to Remember, Asking Alexandria",Asking Alexandria,,18942
October,24,2021,Aztec Theater,¿Por qué los hombres aman a las cabronas?,¿Por qué los hombres aman a las cabronas?,,18943
October,24,2021,The Redbird Listening Room,Ben Balmer,Ben Balmer,,18944
October,25,2021,Aztec Theater,"Ministry, Front Line Assembly, KMFDM",Ministry,,18945
October,25,2021,Aztec Theater,"Ministry, Front Line Assembly, KMFDM",Front Line Assembly,,18945
October,25,2021,Aztec Theater,"Ministry, Front Line Assembly, KMFDM",KMFDM,,18945
October,27,2021,Aztec Theater,Isaiah Rashad,Isaiah Rashad,,18946
October,29,2021,Aztec Theater,Pimpinela,Pimpinela,,18947
October,30,2021,The Mix,"Mystere, Death Row Romeos, Babylonz",Mystere,,18948
October,30,2021,The Mix,"Mystere, Death Row Romeos, Babylonz",Death Row Romeos,,18948
October,30,2021,The Mix,"Mystere, Death Row Romeos, Babylonz",Babylonz,,18948
October,30,2021,Paper Tiger,Julien Baker,Julien Baker,,18949
October,31,2021,The Redbird Listening Room,Bill Hearne,Bill Hearne,,18950
November,3,2021,Aztec Theater,Mago de Oz,Mago de Oz,,18951
November,4,2021,Wilson County Expo and Community Center,Bobby Flores,Bobby Flores,,18952
November,5,2021,Aztec Theater,Geoff Tate,Geoff Tate,,18953
November,5,2021,The Redbird Listening Room,Pat Byrne,Pat Byrne,,18954
November,6,2021,Aztec Theater,"Architects, Polyphia, Loathe",Architects,,18955
November,6,2021,Aztec Theater,"Architects, Polyphia, Loathe",Polyphia,,18955
November,6,2021,Aztec Theater,"Architects, Polyphia, Loathe",Loathe,,18955
November,7,2021,Tobin Center for the Performing Arts,Chris Botti,Chris Botti,,18956
November,7,2021,The Redbird Listening Room,Adam Hood,Adam Hood,,18957
November,8,2021,La Rancherita,"Aolfor Urias y Su Lobo Norteno, Grupo Zaffir",Aolfor Urias y Su Lobo Norteno,,18958
November,8,2021,La Rancherita,"Aolfor Urias y Su Lobo Norteno, Grupo Zaffir",Grupo Zaffir,,18958
November,11,2021,Specht's,Matt Kersh,Matt Kersh,,18959
November,12,2021,Specht's,C-Rock,C-Rock,,18960
November,12,2021,SA Museum of Art,Nathan Felix (harpsichord),Nathan Felix (harpsichord),,18961
November,12,2021,502 Bar,"Unwed Sailor, Dance Like Robots",Unwed Sailor,,18962
November,12,2021,502 Bar,"Unwed Sailor, Dance Like Robots",Dance Like Robots,,18962
November,12,2021,Witte Museum,Rey Feo Gala: Royal Dukes,Royal Dukes,Rey Feo Gala,18963
November,12,2021,The Martini Club,Soul Grammar,Soul Grammar,,18964
November,12,2021,The Redbird Listening Room,Thom Shepherd,Thom Shepherd,,18965
November,13,2021,Sam's Burger Joint,Sue Foley,Sue Foley,,18966
November,14,2021,Tobin Center for the Performing Arts,America,America,,18967
November,14,2021,Specht's,Shaw Revolver,Shaw Revolver,,18968
November,14,2021,The Redbird Listening Room,Max & Heather Stalling,Max & Heather Stalling,,18969
November,15,2021,Cootey's Tavern,The Mike Ellis Band,The Mike Ellis Band,,18970
November,17,2021,Gruene Hall,The Georges,The Georges,,18971
November,17,2021,Sam's Burger Joint,Ben Danaher,Ben Danaher,,18972
November,17,2021,"Jazz, TX",Three Swings and a Miss,Three Swings and a Miss,,18973
November,17,2021,Thirsty Horse Saloon,Ty Dillon,Ty Dillon,,18974
November,17,2021,Sancho's Cantina y Mas,Fuzion Mariachi,Fuzion Mariachi,,18975
November,17,2021,Krause's Cafe and Biergarten,Yodel Blitz,Yodel Blitz,,18976
November,17,2021,Japanese Tea Garden,"Mary Lattimore (harp), Claire Rousay, Walt Clemonts",Mary Lattimore (harp),,18977
November,17,2021,Japanese Tea Garden,"Mary Lattimore (harp), Claire Rousay, Walt Clemonts",Claire Rousay,,18977
November,17,2021,Japanese Tea Garden,"Mary Lattimore (harp), Claire Rousay, Walt Clemonts",Walt Clemonts,,18977
November,19,2021,La Rancherita,"Juan Acuna y El Terror del Norte, Los Escorpiones del Norte",Juan Acuna y El Terror del Norte,,18978
November,19,2021,La Rancherita,"Juan Acuna y El Terror del Norte, Los Escorpiones del Norte",Los Escorpiones Del Norte,,18978
November,19,2021,Far West Event Center,"Los Garcia Brothers, Nacido",Los Garcia Brothers,,18979
November,19,2021,Far West Event Center,"Los Garcia Brothers, Nacido",Nacido,,18979
November,19,2021,The Redbird Listening Room,Jonny Burke,Jonny Burke,,18980
November,20,2021,Lonesome Rose,"David Beck's Tejano Weekend, Kathyrn Legendre, Noah Harris",David Beck's Tejano Weekend,,18981
November,20,2021,Lonesome Rose,"David Beck's Tejano Weekend, Kathyrn Legendre, Noah Harris",Kathyrn Legendre,,18981
November,20,2021,Lonesome Rose,"David Beck's Tejano Weekend, Kathyrn Legendre, Noah Harris",Noah Harris,,18981
November,21,2021,Lonesome Rose,Tennessee Valley Authority,Tennessee Valley Authority,,18982
November,21,2021,The Redbird Listening Room,Statesboro Revue,Statesboro Revue,,18983
November,24,2021,The Bonham Exchange,"Bewitched, DJ Bad Acid 303, Markos Grave, Nicole Noire, Caryatid",Bewitched,,18984
November,24,2021,The Bonham Exchange,"Bewitched, DJ Bad Acid 303, Markos Grave, Nicole Noire, Caryatid",DJ Bad Acid 303,,18984
November,24,2021,The Bonham Exchange,"Bewitched, DJ Bad Acid 303, Markos Grave, Nicole Noire, Caryatid",Markos Grave,,18984
November,24,2021,The Bonham Exchange,"Bewitched, DJ Bad Acid 303, Markos Grave, Nicole Noire, Caryatid",Nicole Noire,,18984
November,24,2021,The Bonham Exchange,"Bewitched, DJ Bad Acid 303, Markos Grave, Nicole Noire, Caryatid",Caryatid,,18984
November,24,2021,1902 Nightclub,Steve Aoki,Steve Aoki,,18985
November,24,2021,Majestic Theatre,Intocable,Intocable,,18986
November,24,2021,Gruene Hall,Wade Bowen,Wade Bowen,,18987
November,24,2021,Freeman Coliseum,Christian Nodal,Christian Nodal,,18988
November,24,2021,Hi-Tones,"DJ Emo Eric, DJ Killjoy",DJ Emo Eric,,18989
November,24,2021,Hi-Tones,"DJ Emo Eric, DJ Killjoy",DJ Killjoy,,18989
November,24,2021,Stetson Band,"Chris Saucedo Band, DJ Mach 1",Chris Saucedo Band,,18990
November,24,2021,Stetson Band,"Chris Saucedo Band, DJ Mach 1",DJ Mach 1,,18990
November,24,2021,Reggae Bar,"DJ Dish, DJ Stanpiano, DJ Jab, DJ Capello, DJ Rahking Tot",DJ Dish,,18991
November,24,2021,Reggae Bar,"DJ Dish, DJ Stanpiano, DJ Jab, DJ Capello, DJ Rahking Tot",DJ Stanpiano,,18991
November,24,2021,Reggae Bar,"DJ Dish, DJ Stanpiano, DJ Jab, DJ Capello, DJ Rahking Tot",DJ Jab,,18991
November,24,2021,Reggae Bar,"DJ Dish, DJ Stanpiano, DJ Jab, DJ Capello, DJ Rahking Tot",DJ Capello,,18991
November,24,2021,Reggae Bar,"DJ Dish, DJ Stanpiano, DJ Jab, DJ Capello, DJ Rahking Tot",DJ Rahking Tot,,18991
November,24,2021,The Elbow Room,Charlie Bravo,Charlie Bravo,,18992
November,24,2021,Industry,"DJ Eddie, DJ Jedi Jake",DJ Eddie,,18993
November,24,2021,Industry,"DJ Eddie, DJ Jedi Jake",DJ Jedi Jake,,18993
November,24,2021,Sam's Burger Joint,Donovan Keith,Donovan Keith,,18994
November,24,2021,502 Bar,Stone and Jude,Stone and Jude,,18995
November,24,2021,Little Woodrow's,DJ CI,DJ CI,,18996
November,24,2021,Fitzgerald's,"Hoss & Denny Bowen, Lola Pistola",Hoss & Denny Bowen,,18997
November,24,2021,Fitzgerald's,"Hoss & Denny Bowen, Lola Pistola",Lola Pistola,,18997
November,24,2021,"Jazz, TX","Jose Amador, Terra Nova",Jose Amador,,18998
November,24,2021,"Jazz, TX","Jose Amador, Terra Nova",Terra Nova,,18998
November,24,2021,Thirsty Horse Saloon,Nick Lawrence Band,Nick Lawrence Band,,18999
November,24,2021,Sancho's Cantina y Mas,Fuzion Mariachi,Fuzion Mariachi,,19000
November,24,2021,Krause's Cafe and Biergarten,New Braunfels Village Brass Band,New Braunfels Village Brass Band,,19001
November,24,2021,Bently's Beer Garden,Exit Stage Left (Rush tribute band0,Exit Stage Left (Rush tribute band0,,19002
November,24,2021,Far West Event Center,"Marcos Orozco, Chente Barrera, David Farias Band",Marcos Orozco,,19003
November,24,2021,Far West Event Center,"Marcos Orozco, Chente Barrera, David Farias Band",Chente Barrera,,19003
November,24,2021,Far West Event Center,"Marcos Orozco, Chente Barrera, David Farias Band",David Farias Band,,19003
November,25,2021,Far West Event Center,"Grupo Flash, La Korteza, DJ Jorge Colombia",Grupo Flash,,19004
November,25,2021,Far West Event Center,"Grupo Flash, La Korteza, DJ Jorge Colombia",La Korteza,,19004
November,25,2021,Far West Event Center,"Grupo Flash, La Korteza, DJ Jorge Colombia",DJ Jorge Colombia,,19004
November,26,2021,The Redbird Listening Room,"Sam Watson, Kayla Ray",Sam Watson,,19005
November,26,2021,The Redbird Listening Room,"Sam Watson, Kayla Ray",Kayla Ray,,19005
November,27,2021,Far West Event Center,"Conjunto Romo, Lazaro Perez, Conjunto Cats, Los Enmascarados",Conjunto Romo,,19006
November,27,2021,Far West Event Center,"Conjunto Romo, Lazaro Perez, Conjunto Cats, Los Enmascarados",Lazaro Perez,,19006
November,27,2021,Far West Event Center,"Conjunto Romo, Lazaro Perez, Conjunto Cats, Los Enmascarados",Conjunto Cats,,19006
November,27,2021,Far West Event Center,"Conjunto Romo, Lazaro Perez, Conjunto Cats, Los Enmascarados",Los Enmascarados,,19006
November,27,2021,Vibes Event Center,"Silverstein, Can't Swim, The Plot in You",Silverstein,,19007
November,27,2021,Vibes Event Center,"Silverstein, Can't Swim, The Plot in You",Can't Swim,,19007
November,27,2021,Vibes Event Center,"Silverstein, Can't Swim, The Plot in You",The Plot in You,,19007
November,27,2021,The Martini Club,Soul Grammar,Soul Grammar,,19008
November,28,2021,The Redbird Listening Room,Kevin Galloway (Uncle Lucious),Kevin Galloway (Uncle Lucious),,19009
December,3,2021,The Martini Club,Top Shelf,Top Shelf,,19010
December,3,2021,Sam's Burger Joint,"Nitzer Ebb (NE), DJ Bad Acid 303",Nitzer Ebb (NE),,19011
December,3,2021,Sam's Burger Joint,"Nitzer Ebb (NE), DJ Bad Acid 303",DJ Bad Acid 303,,19011
December,3,2021,The Redbird Listening Room,"Mustxrd, Lucas Parker, Jessica Paige",Mustxrd,,19012
December,3,2021,The Redbird Listening Room,"Mustxrd, Lucas Parker, Jessica Paige",Lucas Parker,,19012
December,3,2021,The Redbird Listening Room,"Mustxrd, Lucas Parker, Jessica Paige",Jessica Paige,,19012
December,3,2021,Dos Sirenos Brewing,Anthony Wright,Anthony Wright,,19013
December,3,2021,Far West Event Center,"David de Anda Xelencia, Rumores",David de Anda Xelencia,,19014
December,3,2021,Far West Event Center,"David de Anda Xelencia, Rumores",Rumores,,19014
December,4,2021,Sam's Burger Joint,The Chris Cuevas Project,The Chris Cuevas Project,,19015
December,4,2021,The Martini Club,Soul Grammar,Soul Grammar,,19016
December,5,2021,The Cove,The Low Dog Band,The Low Dog Band,,19017
December,5,2021,The Redbird Listening Room,Possessed by Paul James,Possessed by Paul James,,19018
December,10,2021,The Martini Club,Soul Grammar,Soul Grammar,,19019
December,10,2021,The Redbird Listening Room,K. Wilson,K. Wilson,,19020
December,10,2021,Far West Event Center,"Texas Latino, Grupo Calibre, El Conjunto de Sammy G",Texas Latino,,19021
December,10,2021,Far West Event Center,"Texas Latino, Grupo Calibre, El Conjunto de Sammy G",Grupo Calibre,,19021
December,10,2021,Far West Event Center,"Texas Latino, Grupo Calibre, El Conjunto de Sammy G",El Conjunto de Sammy G,,19021
December,11,2021,Alamo BBQ Co.,South Side Jump,South Side Jump,,19022
December,11,2021,The Martini Club,V3rtigo,V3rtigo,,19023
December,11,2021,Dos Sirenos Brewing,SA Blue Cats,SA Blue Cats,,19024
December,12,2021,The Redbird Listening Room,Bri Bagwell,Bri Bagwell,,19025
December,16,2021,Tobin Center for the Performing Arts,Doc Watkins and his Orchestra,Doc Watkins and his Orchestra,,19026
December,17,2021,The Cove,The Lavens,The Lavens,,19027
December,17,2021,Dos Sirenos Brewing,"Mc Trio, Amy Roar",Mc Trio,,19028
December,17,2021,Dos Sirenos Brewing,"Mc Trio, Amy Roar",Amy Roar,,19028
December,17,2021,151 Saloon,Clint Taft & the Wild Buck Band,Clint Taft & the Wild Buck Band,,19029
December,17,2021,The Martini Club,V3rtigo,V3rtigo,,19030
December,17,2021,Aztec Theater,Robert Earl Keen,Robert Earl Keen,,19031
December,17,2021,The Redbird Listening Room,John Whipple,John Whipple,,19032
December,17,2021,Far West Event Center,Da Krazy Pimpz Jr. Gomez y Los Conjunto Bandits,Da Krazy Pimpz Jr. Gomez y Los Conjunto Bandits,,19033
December,18,2021,The Martini Club,Rick Rice,Rick Rice,,19034
December,19,2021,The Redbird Listening Room,Jamie Lin Wilson,Jamie Lin Wilson,,19035
December,20,2021,Cootey's Tavern,The Mike Ellis Band,The Mike Ellis Band,,19036
December,22,2021,Gruene Hall,The Georges,The Georges,,19037
December,22,2021,Sam's Burger Joint,Ken Slavin,Ken Slavin,,19038
December,22,2021,Sancho's Cantina y Mas,Fuzion Mariachi,Fuzion Mariachi,,19039
December,22,2021,Web House,Hexadecimal Xo4,Hexadecimal Xo4,,19040
December,22,2021,Krause's Cafe and Biergarten,Das Ist Lustig,Das Ist Lustig,,19041
December,23,2021,Sam's Burger Joint,Two Tons of Steel,Two Tons of Steel,,19042
December,23,2021,Burleson Yard Beer Garden,"The River-Tones, Cyan Drive",The River-Tones,,19043
December,23,2021,Burleson Yard Beer Garden,"The River-Tones, Cyan Drive",Cyan Drive,,19043
December,23,2021,Lonesome Rose,"Sons of Hercules, Charlie Watts, Los #3 Dinners",Sons of Hercules,,19044
December,23,2021,Lonesome Rose,"Sons of Hercules, Charlie Watts, Los #3 Dinners",Charlie Watts,,19044
December,23,2021,Lonesome Rose,"Sons of Hercules, Charlie Watts, Los #3 Dinners",Los #3 Dinners,,19044
December,23,2021,502 Bar,Nina Diaz (Girl in a Coma),Nina Diaz (Girl in a Coma),,19045
December,23,2021,Cowboys Dancehall,"Siggno, Chris Perez, Solido, Yahari",Siggno,,19046
December,23,2021,Cowboys Dancehall,"Siggno, Chris Perez, Solido, Yahari",Chris Perez,,19046
December,23,2021,Cowboys Dancehall,"Siggno, Chris Perez, Solido, Yahari",Solido,,19046
December,23,2021,Cowboys Dancehall,"Siggno, Chris Perez, Solido, Yahari",Yahari,,19046
December,23,2021,Sancho's Cantina y Mas,Claude Butch Morgan and His Bandaholics,Claude Butch Morgan and His Bandaholics,,19047
December,23,2021,Thirsty Horse Saloon,Mario Flores,Mario Flores,,19048
December,23,2021,Dakota East Side Ice House,Luis Gonzalez Trio,Luis Gonzalez Trio,,19049
December,23,2021,Bonham Exchange,Heidi N Closet,Heidi N Closet,,19050
December,23,2021,Krause's Cafe and Biergarten,"Ange K, Hollie Holloway",Ange K,,19051
December,23,2021,Krause's Cafe and Biergarten,"Ange K, Hollie Holloway",Hollie Holloway,,19051
December,23,2021,Far West Event Center,"Gary Hobbs, Ram Herrera",Gary Hobbs,,19052
December,23,2021,Far West Event Center,"Gary Hobbs, Ram Herrera",Ram Herrera,,19052
December,25,2021,Picks Bar,Chris Lopez Band,Chris Lopez Band,,19053
December,26,2021,Sam's Burger Joint,Ruben V,Ruben V,,19054
December,28,2021,Picks Bar,Jukebox 40,Jukebox 40,,19055
December,31,2021,Far West Event Center,Joe Lopez y Grupo Mazz,Joe Lopez y Grupo Mazz,,19056
December,31,2021,Picks Bar,The E7 Band with Ceci Zavala,The E7 Band with Ceci Zavala,,19057
January,6,2022,Sam's Burger Joint,Scott H. Biram,Scott H. Biram,,19058
January,6,2022,Wilson County Expo and Community Center,Freddy Cruz,Freddy Cruz,,19059
January,7,2022,Picks Bar,Matt Kitchen,Matt Kitchen,,19060
January,7,2022,The Redbird Listening Room,Justin Upshaw,Justin Upshaw,,19061
January,7,2022,Mr. Jim's Trading Post,Arthur King Blues Band,Arthur King Blues Band,,19062
January,8,2022,Mikulski Hall,Clint Taft & the Wild Buck Band,Clint Taft & the Wild Buck Band,,19063
